id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parkingSpaceCount_indoor,parkingSpaceCount_outdoor,condition_isNewlyBuilt
6924848,apartment,apartment,no price,for sale,4350,l,semi equipped,1978,to be done up,electric,1234,3,,,,,,,,,,
6925399,land,building land,60000,for sale,7901,m,,,,,,,706,,,,,,,,,
6926068,apartment,flat studio,no price,for sale,8000,m,,,,,,0,,,,,,,,,,
6926345,house,house,no price,for sale,9660,xl,,1936,,,397,3,420,,true,,true,,,,,
6927723,apartment group,apartment group,no price,for sale,8400,xl,,,,,,,,,,,,,,,,
6927726,apartment unit,apartment unit,no price,for sale,8400,xl,,,as new,,,2,,,,,,,,,,
6928285,house,house,no price,for sale,4432,l,,,good,,405,3,294,,,215,true,,,,,
6930689,apartment,ground floor,no price,for sale,9500,xl,installed,,good,gas,275,1,,,,,true,,,,,
6932944,house unit,house unit,no price,for sale,5523,m,,,,,,3,759,,,,,,,,,
6933137,house,house,no price,for sale,4860,xl,semi equipped,,good,gas,354,2,0,,true,,,,,,,
6935537,house,house,no price,for sale,8970,m,installed,,to be done up,gas,829,3,252,,,,,,,,,
6937293,apartment group,apartment group,no price,for sale,8000,m,,,,,,,,,,,,,,,,
6937300,garage,covered parking space,no price,for sale,8620,m,,2002,,,,,,,,,,,,,,
6937302,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937303,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937305,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937306,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937308,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937309,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937311,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937312,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937313,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937314,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937315,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937331,garage,covered parking space,no price,for sale,8620,m,,,,,,,,,,,,,,,,
6937334,garage,lock up parking,no price,for sale,8620,m,,1978,,,,,,,,,,,,,,
6937374,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6937377,apartment unit,flat studio unit,no price,for sale,8000,m,,2016,as new,,,0,,,,,,,,,,
6938079,commercial,hotel restaurant cafe,no price,for sale,9000,m,,,,,,,0,,,,,,,,,
6940891,apartment,apartment,no price,for sale,2100,m,,,,,,2,,,,,,,,,,
6940892,apartment,apartment,no price,for sale,2100,m,,,,,42,1,,,,,true,,,,,
6940893,apartment,apartment,no price,for sale,2100,m,,,,,49,2,,,,,true,,,,,
6942234,apartment group,apartment group,235234 - 244192,for sale,2100,m,,,,,,,,,,,,,,,,1
6942255,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,296,,,,true,,,,,
6942257,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,343,,,,true,,,,,
6942258,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,352,,,,true,,,,,
6942259,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,405,,,,true,,,,,
6942261,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,533,,,,true,,,,,
6942706,garage,outdoor parking space,no price,for sale,8660,m,,2000,,,,,,,,,,,,,,
6942989,garage,outdoor parking space,37500,for sale,8301,xl,,,,,,,,,,,,,,,,
6944654,apartment unit,apartment unit,no price,for sale,2100,m,,,,,42,1,,,,,true,,,,,
6944655,apartment unit,apartment unit,no price,for sale,2100,m,,,,,46,2,,,,,true,,,,,
6944656,apartment unit,apartment unit,no price,for sale,2100,m,,,,,46,2,,,,,true,,,,,
6944657,apartment unit,ground floor unit,no price,for sale,2100,m,,,,,50,1,,,,,true,,,,,
6944658,apartment unit,ground floor unit,no price,for sale,2100,m,,2017,,,44,1,,,,,true,,,,,
6944659,apartment unit,ground floor unit,no price,for sale,2100,m,,2017,,,49,1,,,,,true,,,,,
6946060,house,apartment block,no price,for sale,4610,l,,,,,163,2,0,,,,,,,,,
6946677,garage,outdoor parking space,17000,for sale,8470,xl,,,,,,,,,,,,,,,,
6948385,house,house,no price,for sale,3530,l,,1955,good,fueloil,704,3,879,,,700,,,,,,
6949354,house,villa,no price,for sale,2970,l,,1996,good,,165,6,2420,,true,2400,true,true,,,,
6949359,house,bungalow,no price,for sale,9340,xl,,,,,,4,2526,,,,true,,,,,
6949666,house unit,house unit,no price,for sale,1070,m,,,,,,3,257,,,,,,,,,
6949667,house unit,house unit,no price,for sale,1070,m,,,,,,3,273,,,,,,,,,
6949669,house unit,house unit,no price,for sale,1070,m,,,,,,3,176,,,,true,,,,,
6949670,house unit,house unit,no price,for sale,1070,m,,,,,,3,276,,,,,,,,,
6949672,house unit,house unit,no price,for sale,1070,m,,,,,,3,177,,,,true,,,,,
6949673,house unit,house unit,no price,for sale,1070,m,,,,,,3,178,,,,true,,,,,
6949675,house unit,house unit,no price,for sale,1070,m,,,,,,3,279,,,,,,,,,
6949676,house unit,house unit,no price,for sale,1070,m,,,,,,3,203,,,,,,,,,
6949678,house unit,house unit,no price,for sale,1070,m,,,,,,3,283,,,,,,,,,
6949679,house unit,house unit,no price,for sale,1070,m,,,,,,3,342,,,,,,,,,
6950335,house,house,no price,for sale,9600,m,installed,,,,132,3,1145,,,,,,,,,
6951705,house,villa,no price,for sale,4450,l,,,good,,584,5,1261,,,1130,true,,,,,
6953239,house,house,no price,for sale,3583,l,installed,2008,good,gas,122,3,453,,,259,true,,,,,
6953608,land,building land,56248,for sale,7080,l,,,,,,,0,,,,,,,,,
6953614,land,building land,85800,for sale,7080,l,,,,,,,0,,,,,,,,,
6954171,house,bungalow,no price,for sale,9031,xl,semi equipped,1974,to renovate,,,2,713,,,,,,,,,
6954351,house unit,house unit,no price,for sale,1070,m,,,,,,3,138,,,,,,,,,
6954352,house unit,house unit,no price,for sale,1070,m,,,,,,3,139,,,,,,,,,
6954353,house unit,house unit,no price,for sale,1070,m,,,,,,3,233,,,,,,,,,
6954354,house unit,house unit,no price,for sale,1070,m,,,,,,3,141,,,,,,,,,
6954355,house unit,house unit,no price,for sale,1070,m,,,,,,3,229,,,,,,,,,
7032323,apartment,apartment,no price,for sale,9880,xl,installed,2017,as new,,,2,,,true,,true,,,,,
7034252,house,house,no price,for sale,3200,xl,installed,2022,,gas,,3,477,,,477,,,,,,
7034255,house,house,no price,for sale,3200,xl,installed,2022,,gas,,3,416,,,416,,,,,,
7034256,house,house,no price,for sale,3200,xl,installed,2022,,gas,,3,518,,,518,,,,,,
7034261,house,house,no price,for sale,3200,xl,installed,2022,,gas,,3,342,,,342,,,,,,
7034332,house,villa,no price,for sale,4671,l,,1976,good,,296,5,1857,,,1760,true,,,,,
7036577,apartment,apartment,no price,for sale,8400,xl,installed,,good,,141,2,,,,,,,,,,
7036626,house,house,no price,for sale,3800,l,installed,1968,to be done up,gas,395,3,343,,,120,true,true,,,,
7037463,apartment group,apartment group,168000 - 196500,for sale,7700,m,,,,,1.1,,,,,,,,,,,1
7037469,apartment unit,apartment unit,no price,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,
7037470,apartment unit,apartment unit,no price,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,
7037471,apartment unit,apartment unit,no price,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,
7037472,apartment unit,apartment unit,168000,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,1
7037473,apartment unit,apartment unit,182000,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,1
7037474,apartment unit,apartment unit,196500,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,1
7037475,apartment unit,apartment unit,no price,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,
7037476,apartment unit,apartment unit,182000,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,1
7037477,apartment unit,apartment unit,193500,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,1
7037500,apartment unit,apartment unit,179750,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,1
7037586,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037587,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037588,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,,,,,,
7037602,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037603,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037604,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037605,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037606,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037607,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037608,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037609,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037610,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037611,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037612,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037613,apartment unit,apartment unit,no price,for sale,7700,m,,,,,,2,,,,,true,,,,,
7037617,apartment unit,apartment unit,no price,for sale,7700,m,installed,2016,,,,2,,,,,true,,,,,
7040461,house,manor house,no price,for sale,2380,l,installed,,good,,351,2,12355,,true,,true,true,,,,
7040462,house,house,no price,for sale,2160,l,,,good,,617,0,0,,,,,,,,,
7043212,industry,industrial premises,3574100,for sale,1620,xl,,,,,,,3661,,,,,,,,,
7044934,house group,house group,307500 - 307500,for sale,9620,xl,,,,,,,,,,,,,,,,1
7044935,house unit,house unit,no price,for sale,9620,xl,,,,,,3,288,,,,,,,,,
7044936,house unit,house unit,no price,for sale,9620,xl,,,,,,3,194,,,,,,,,,
7044937,house unit,house unit,no price,for sale,9620,xl,,,,,,3,198,,,,,,,,,
7044938,house unit,house unit,no price,for sale,9620,xl,,,,,,3,210,,,,,,,,,
7045039,house,house,no price,for sale,4420,l,,,good,,,3,0,,,,true,,,,,
7046410,house,villa,no price,for sale,1500,xl,installed,,,,336,4,1093,,,,true,true,,,,
7046502,apartment group,apartment group,no price,for sale,7130,xl,,,,,,,,,,,,,,,,
7046545,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046546,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046547,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046548,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046549,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046550,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046551,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046552,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046553,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046554,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046555,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046556,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046557,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046558,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046559,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046560,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046561,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046562,apartment unit,apartment unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7046578,apartment unit,duplex unit,no price,for sale,7130,xl,,,,,,3,,,,,true,,,,,
7046579,apartment unit,duplex unit,no price,for sale,7130,xl,,,,,,3,,,,,true,,,,,
7046580,apartment unit,duplex unit,no price,for sale,7130,xl,,,,,,3,,,,,true,,,,,
7046696,house unit,house unit,no price,for sale,9620,xl,,,,,,3,224,,,,,,,,,
7046697,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7046698,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7046699,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7046700,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7046701,house unit,house unit,no price,for sale,9620,xl,,,,,,3,218,,,,,,,,,
7046702,house unit,house unit,no price,for sale,9620,xl,,,,,,3,249,,,,,,,,,
7046703,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7046704,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7046705,house unit,house unit,no price,for sale,9620,xl,,,,,,3,275,,,,,,,,,
7047287,house,house,no price,for sale,4870,l,,,good,,427,4,228,,,133,true,,,,,
7047467,apartment unit,duplex unit,no price,for sale,7130,xl,,,,,,3,,,,,true,,,,,
7047580,apartment unit,duplex unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7047581,apartment unit,duplex unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7047582,apartment unit,duplex unit,no price,for sale,7130,xl,,,,,,2,,,,,true,,,,,
7048521,house,house,no price,for sale,8400,xl,installed,,to renovate,gas,476,4,90,,,30,,,,,,
7048569,house,house,no price,for sale,3582,l,installed,1950,to be done up,fueloil,543,4,8536,,true,8060,,,,,,
7048572,house,house,no price,for sale,3550,l,installed,1970,to be done up,fueloil,743,3,575,,true,330,,,,,,
7048595,house,house,no price,for sale,9000,xl,installed,,good,gas,,3,40,,true,,,,,,,
7048721,house unit,house unit,no price,for sale,9620,xl,,,,,,3,224,,,,,,,,,
7048722,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7048723,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7048725,house unit,house unit,no price,for sale,9620,xl,,,,,,3,174,,,,,,,,,
7048726,house unit,house unit,no price,for sale,9620,xl,,,,,,3,224,,,,,,,,,
7049414,house,house,no price,for sale,8470,xl,installed,1962,good,electric,731,3,480,,,,,,,,,
7050656,house,house,no price,for sale,8620,xl,,1979,good,electric,237,4,100,,,,,,,,,
7051222,land,building land,99000,for sale,6660,l,,,,,,,1500,,,,,,,,,
7051745,house unit,house unit,no price,for sale,1400,xl,,,,,,4,600,,,,,,,,,
7051746,house unit,house unit,no price,for sale,1400,xl,,,,,,4,594,,,,,,,,,
7051747,house unit,house unit,no price,for sale,1400,xl,,,,,,4,554,,,,,,,,,
7051748,house unit,house unit,no price,for sale,1400,xl,,,,,,4,541,,,,,,,,,
7051749,house unit,house unit,no price,for sale,1400,xl,,,,,,4,539,,,,,,,,,
7051750,house unit,house unit,no price,for sale,1400,xl,,,,,,4,515,,,,,,,,,
7051751,house unit,house unit,no price,for sale,1400,xl,,,,,,4,506,,,,,,,,,
7051752,house unit,house unit,no price,for sale,1400,xl,,,,,,4,489,,,,,,,,,
7051753,house unit,house unit,no price,for sale,1400,xl,,,,,,4,459,,,,,,,,,
7051754,house unit,house unit,no price,for sale,1400,xl,,,,,,4,452,,,,,,,,,
7051755,house unit,house unit,no price,for sale,1400,xl,,,,,,4,447,,,,,,,,,
7051756,house unit,house unit,no price,for sale,1400,xl,,,,,,4,393,,,,,,,,,
7051757,house unit,house unit,no price,for sale,1400,xl,,,,,,4,383,,,,,,,,,
7051758,house unit,house unit,no price,for sale,1400,xl,,,,,,4,358,,,,,,,,,
7051811,house,house,no price,for sale,4600,l,,1986,good,,312,4,700,,,585,true,,,,,
7053210,apartment,apartment,330000,for sale,8301,m,,,,,370,3,,,,,,,,,,
7053908,house,house,no price,for sale,9090,m,,,good,,738,3,242,,,,,,,,,
7055024,house unit,house unit,no price,for sale,9620,xl,,,,,,3,398,,,,,,,,,
7055025,house unit,house unit,no price,for sale,9620,xl,,,,,,3,356,,,,,,,,,
7055285,apartment group,apartment group,226000 - 226000,for sale,7700,xl,,,,,,,,,,,,,,,,1
7055286,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,3,,,,,true,,,,,
7055287,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,1,,,,,true,,,,,
7055288,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,3,,,,,true,,,,,
7055289,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055290,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055291,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,3,,,,,true,,,,,
7055292,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055293,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055294,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055295,apartment unit,apartment unit,226000,for sale,7700,xl,installed,2017,,,80,3,,,,,true,,,,,1
7055296,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,55,true,,,,,
7055297,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,33,true,,,,,
7055298,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,49,true,,,,,
7055299,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,55,true,,,,,
7055300,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,59,true,,,,,
7055303,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055304,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055305,apartment unit,apartment unit,no price,for sale,7700,xl,installed,2017,,,80,2,,,,,true,,,,,
7055785,land,building land,39585,for sale,8900,m,,,,,,,273,,,,,,,,,
7056274,house,house,no price,for sale,3290,xl,installed,1954,to renovate,fueloil,441,4,257,,true,,true,true,,,,
7056287,land,building land,no price,for sale,8370,xl,,,,,,,218,,,,,,,,,
7056388,apartment,apartment,no price,for sale,8660,m,installed,1994,good,,182,1,,,,,,,,,,
7057495,land,building land,79000,for sale,6030,l,,,,,,,500,,,,,,,,,
7057863,house,house,no price,for sale,3550,l,installed,1992,good,fueloil,240,3,1464,,true,1144,true,,,,,
7058559,house,villa,no price,for sale,9550,m,,,as new,,895,3,1720,,true,,true,,,,,
7058899,house,house,no price,for sale,3890,l,installed,,,fueloil,170,3,468,,,,true,,,,,
7059552,house,villa,no price,for sale,9840,xl,installed,1990,good,,,4,1107,,true,,true,true,,,,
7066131,house,house,229000,for sale,8450,m,installed,2020,as new,gas,112,2,150,,,110,true,,,,,1
7066466,garage,covered parking space,30000,for sale,3080,m,,,,,,,,,,,,,,,,1
7067045,land unit,building land unit,no price,for sale,4257,m,,,,,96,,748,,,,,,,,,
7068759,house,house,no price,for sale,8434,m,installed,2012,as new,gas,,3,0,,,,true,,,,,
7068760,apartment,penthouse,no price,for sale,8620,m,,1975,good,,545,1,,,,,true,,,,,
7069183,house,house,no price,for sale,4680,l,,,good,,464,3,511,,,430,true,,,,,
7069184,house,villa,no price,for sale,4351,l,,1998,as new,,292,4,4000,,,3899,true,,,,,
7071110,garage,lock up garage,32000,for sale,8200,xl,,,,,,,,,,,,,,,,1
7071776,house unit,house unit,no price,for sale,1300,xl,,,,,,3,630,,,,,,,,,
7073308,garage,lock up parking,no price,for sale,8620,m,,2006,,,,,,,,,,,,,,
7076232,house,house,no price,for sale,4041,l,,,good,,301,4,514,,,419,true,,,,,
7076892,apartment,apartment,no price,for sale,8370,xl,,1992,as new,,280,2,,,true,,true,,,,,
7077524,house,villa,no price,for sale,6110,m,installed,,,gas,144,4,1800,,true,,true,true,,,,
7078161,house,house,no price,for sale,4610,l,,,as new,,406,4,600,,,455,true,,,,,
7078398,house,house,no price,for sale,1502,xl,,,,,349,2,160,,,,,,,,,
7078399,house,house,no price,for sale,8370,xl,,,good,,313,3,60,,,6,,,,,,
7078563,apartment,flat studio,no price,for sale,8620,m,,1992,as new,,253,0,,,true,,true,,,,,
7079207,apartment,apartment,no price,for sale,8300,m,,2019,as new,,,3,,,true,,true,,,,,
7079208,apartment,apartment,no price,for sale,8300,m,,2019,as new,,,2,,,true,,true,,,,,
7082605,apartment,apartment,no price,for sale,2500,l,installed,,,gas,,2,,,true,,true,,,,,
7082611,apartment,duplex,no price,for sale,1020,l,,,,,514,2,,,,,true,true,,,,
7083491,house group,house group,79500 - 96000,for sale,4970,l,,,,,,,,,,,,,,,,1
7083495,land unit,building land unit,no price,for sale,4970,l,,,,,,,1592,,,,,,,,,
7083496,land unit,building land unit,no price,for sale,4970,l,,,,,,,1495,,,,,,,,,
7083497,land unit,building land unit,no price,for sale,4970,l,,,,,,,948,,,,,,,,,
7083498,land unit,building land unit,79500,for sale,4970,l,,,,,,,941,,,,,,,,,
7083499,land unit,building land unit,79500,for sale,4970,l,,,,,,,937,,,,,,,,,
7083500,land unit,building land unit,no price,for sale,4970,l,,,,,,,922,,,,,,,,,
7083501,land unit,building land unit,83000,for sale,4970,l,,,,,,,1212,,,,,,,,,
7083502,land unit,building land unit,85000,for sale,4970,l,,,,,,,1432,,,,,,,,,
7083503,land unit,building land unit,83000,for sale,4970,l,,,,,,,1225,,,,,,,,,
7083504,land unit,building land unit,82000,for sale,4970,l,,,,,,,1051,,,,,,,,,
7083505,land unit,building land unit,no price,for sale,4970,l,,,,,,,1011,,,,,,,,,
7083506,land unit,building land unit,no price,for sale,4970,l,,,,,,,1209,,,,,,,,,
7083507,land unit,building land unit,no price,for sale,4970,l,,,,,,,844,,,,,,,,,
7083508,land unit,building land unit,no price,for sale,4970,l,,,,,,,865,,,,,,,,,
7083509,land unit,building land unit,no price,for sale,4970,l,,,,,,,1501,,,,,,,,,
7083510,land unit,building land unit,no price,for sale,4970,l,,,,,,,998,,,,,,,,,
7083511,land unit,building land unit,no price,for sale,4970,l,,,,,,,1003,,,,,,,,,
7083512,land unit,building land unit,no price,for sale,4970,l,,,,,,,2006,,,,,,,,,
7083513,land unit,building land unit,no price,for sale,4970,l,,,,,,,1541,,,,,,,,,
7083514,land unit,building land unit,no price,for sale,4970,l,,,,,,,1540,,,,,,,,,
7083516,land unit,building land unit,no price,for sale,4970,l,,,,,,,1137,,,,,,,,,
7083517,land unit,building land unit,no price,for sale,4970,l,,,,,,,946,,,,,,,,,
7083518,land unit,building land unit,no price,for sale,4970,l,,,,,,,1025,,,,,,,,,
7083519,land unit,building land unit,no price,for sale,4970,l,,,,,,,803,,,,,,,,,
7083520,land unit,building land unit,no price,for sale,4970,l,,,,,,,963,,,,,,,,,
7083521,land unit,building land unit,no price,for sale,4970,l,,,,,,,823,,,,,,,,,
7083522,land unit,building land unit,no price,for sale,4970,l,,,,,,,981,,,,,,,,,
7083523,land unit,building land unit,no price,for sale,4970,l,,,,,,,1122,,,,,,,,,
7083524,land unit,building land unit,no price,for sale,4970,l,,,,,,,1517,,,,,,,,,
7083526,land unit,building land unit,no price,for sale,4970,l,,,,,,,1788,,,,,,,,,
7083527,land unit,building land unit,96000,for sale,4970,l,,,,,,,1987,,,,,,,,,
7084271,house,house,no price,for sale,3550,l,installed,2017,good,gas,,3,308,,,118,,,,,,
7084272,house,house,no price,for sale,3550,l,installed,2017,good,gas,,3,308,,,118,,,,,,
7084273,house,house,no price,for sale,3550,l,installed,2017,good,gas,,4,468,,,200,,,,,,
7084274,house,house,no price,for sale,3550,l,installed,2017,good,gas,,4,415,,,245,,,,,,
7085025,land unit,building land unit,no price,for sale,4970,l,,,,,,,996,,,,,,,,,
7085026,land unit,building land unit,no price,for sale,4970,l,,,,,,,1253,,,,,,,,,
7085027,land unit,building land unit,no price,for sale,4970,l,,,,,,,855,,,,,,,,,
7085028,land unit,building land unit,no price,for sale,4970,l,,,,,,,1352,,,,,,,,,
7085029,land unit,building land unit,no price,for sale,4970,l,,,,,,,840,,,,,,,,,
7086218,house,villa,no price,for sale,4600,l,,2000,as new,,235,3,798,,,696,true,,,,,
7087839,land unit,building land unit,no price,for sale,4970,l,,,,,,,1025,,,,,,,,,
7088765,house,house,no price,for sale,3520,l,,1963,to be done up,gas,656,3,647,,true,120,,,,,,
7088900,apartment,apartment,no price,for sale,8620,m,,2003,as new,electric,181,1,,,true,,true,,,,,
7089062,land,building land,no price,for sale,9470,m,,,,,,,163,,,,,,,,,
7089433,house,house,no price,for sale,4654,l,,,good,,338,2,540,,,460,true,,,,,
7090018,apartment,apartment,no price,for sale,3971,l,installed,1977,good,electric,537,3,,,,,,,,,,
7092846,house,farmhouse,no price,for sale,3300,xl,installed,,good,pellet,753,3,17852,,,,true,true,,,,
7092847,house,house,no price,for sale,3300,xl,installed,,good,pellet,753,3,17852,,,,true,true,,,,
7093009,house,mixed use building,no price,for sale,8800,xl,,,as new,,380,8,584,,,,,,,,,
7098419,house,house,no price,for sale,8310,xl,,,,,356,3,0,,,,,,,,,
7098840,apartment,apartment,no price,for sale,8420,xl,installed,2005,,electric,428,1,,,,,true,,,,,
7103884,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103885,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103886,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103887,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103888,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103889,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103890,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103891,house,house,no price,for sale,1160,m,,,,gas,,3,0,,,,,,,,,
7103897,garage,lock up parking,no price,for sale,4032,l,,,,,,,,,,,,,,,,
7104227,apartment,duplex,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104228,apartment,duplex,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104229,apartment,duplex,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104230,apartment,apartment,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104231,apartment,apartment,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104232,apartment,apartment,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104233,apartment,apartment,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
