id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parkingSpaceCount_indoor,parkingSpaceCount_outdoor,condition_isNewlyBuilt
6570885,house,town house,no price,for sale,1600,xl,installed,1994,,,147,4,129,,,,true,,,,,
6570910,apartment group,apartment group,no price,for sale,8670,xl,,,,,,,,,,,,,,,,1
6571060,apartment,apartment,no price,for sale,8211,l,installed,1996,good,,324,2,,,,,true,,,,,
6573117,house,house,no price,for sale,1600,xl,,,,,438,3,0,,,,,,,,,
6573122,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,1,,,true,,true,,,,,
6573123,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,1,,,true,,true,,,,,
6573124,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,,,true,,,,,
6573125,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573126,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573127,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573128,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573129,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573130,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573131,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573132,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,,,true,,,,,
6573133,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,,,true,,,,,
6573134,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,,,true,,,,,
6573135,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,3,,,true,,true,,,,,
6573136,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,3,,,,,true,,,,,
6573137,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2016,as new,,,3,,,,,true,,,,,
6573139,apartment unit,penthouse unit,no price,for sale,8670,xl,installed,2016,as new,,,3,,,,,true,,,,,
6573140,apartment unit,penthouse unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,true,,true,,,,,
6573141,apartment unit,penthouse unit,no price,for sale,8670,xl,installed,2016,as new,,,2,,,,,true,,,,,
6575895,house,house,no price,for sale,8400,xl,installed,,good,,165,3,150,,,61,true,,,,,
6575927,house,house,no price,for sale,3945,l,installed,2016,good,gas,,3,236,,,175,,,,,,
6575928,house,house,no price,for sale,3945,l,installed,2016,good,gas,,3,181,,,120,,,,,,
6575929,house,house,no price,for sale,3945,l,,2016,good,gas,,3,164,,,106,,,,,,
6580470,house,house,no price,for sale,1600,xl,installed,,,,475,3,782,,,,true,true,,,,
6580925,house,apartment block,no price,for sale,4031,l,,,,,465,8,0,,,,,,,,,
6584862,house,villa,no price,for sale,1600,xl,installed,,,,477,4,664,,,,true,,,,,
6584865,house,house,no price,for sale,8020,xl,,,good,,211,6,0,,,,,,,,,
6587392,industry,industrial premises,753250,for sale,1620,xl,,,,,,,0,,,,,,,,,
6589957,house,house,no price,for sale,1670,xl,,2001,good,,190,3,0,,,,,,,,,
6590761,house,bungalow,no price,for sale,1502,xl,,,,,588,2,605,,,,,,,,,
6591683,office,offices,no price,for sale,1500,xl,,,,,,,127,,,,,,,,,
6591684,apartment,apartment,no price,for sale,1500,xl,,,,,,0,,,,,,,,,,
6592441,house,house,no price,for sale,8310,xl,,1953,to renovate,,643,4,0,,,,,,,,,
6592487,house unit,house unit,no price,for sale,4140,m,,,,,109,3,567,,,495,,,,,,
6592488,house unit,house unit,no price,for sale,4140,m,,,,,99,3,334,,,266,,,,,,
6592489,house unit,house unit,no price,for sale,4140,m,,,,,110,3,334,,,266,,,,,,
6592490,house unit,house unit,no price,for sale,4140,m,semi equipped,,,,101,3,369,,,301,,,,,,
6593457,garage,covered parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6593461,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,3,,,,,true,,,,,
6593462,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,3,,,,,true,,,,,
6593463,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,1,,,,,true,,,,,
6593464,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,1,,,,,true,,,,,
6593465,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,1,,,,,true,,,,,
6593466,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,1,,,,,true,,,,,
6593467,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,2,,,,,true,,,,,
6593468,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,2,,,,,true,,,,,
6593469,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,2,,,,,true,,,,,
6593470,apartment,apartment,no price,for sale,8400,m,,2015,as new,,,2,,,,,true,,,,,
6595780,house,house,no price,for sale,1500,xl,,,,,520,2,1071,,,,,,,,,
6597719,house unit,house unit,no price,for sale,4140,m,,,,,123,3,384,,,312,,,,,,
6597720,house unit,house unit,no price,for sale,4140,m,,,,,101,3,491,,,423,,,,,,
6597981,garage,covered parking space,no price,for sale,8620,m,,2013,,,,,,,,,,,,,,
6602464,house,villa,no price,for sale,4180,l,,,good,,501,3,925,,,,true,,,,,
6605148,house,house,no price,for sale,1502,xl,installed,,,,424,3,250,,,,true,true,,,,
6606001,industry,industrial premises,no price,for sale,1831,xl,,,,,,,288,,,,,,,,,
6609222,garage,lock up garage,no price,for sale,8400,m,,,,,,,,,,,,,,,,
6612162,house,house,no price,for sale,4607,l,,1970,good,,338,4,2600,,,,true,,,,,
6612391,apartment,penthouse,437500,for sale,9051,xl,,,,,,3,,,,,true,,,,,
6613112,house,house,no price,for sale,8200,xl,,,good,,516,3,575,,,,,,,,,
6614229,apartment,service flat,no price,for sale,1652,xl,,,,,114,2,,,,33,,,,,,
6614230,house,house,no price,for sale,1654,xl,,,,,283,4,256,,,,true,,,,,
6614233,house,town house,no price,for sale,8310,xl,,,,,179,3,277,,,,,,,,,
6615358,land,building land,no price,for sale,4480,l,,,,,,,0,,,,,,,,,
6616222,house,house,no price,for sale,1600,xl,,,,,323,3,115,,true,,true,,,,,
6620539,industry,industrial premises,1456850,for sale,1620,xl,,,,,,,1256,,,,,,,,,
6622900,apartment,apartment,166681,for sale,7170,xl,installed,,as new,,,2,,,,,,,,,,1
6623262,house,house,no price,for sale,1651,xl,,,good,,425,2,0,,,,,,,,,
6624031,house,house,no price,for sale,8020,xl,,,,,345,4,403,,,,,,,,,
6627376,house,house,no price,for sale,1502,xl,,,good,,287,3,260,,true,,true,,,,,
6632007,garage,lock up garage,no price,for sale,8200,xl,,,,,,,,,,,,,,,,
6632008,house,house,no price,for sale,8310,xl,,2005,,,151,4,157,,,,,,,,,
6633088,house,house,no price,for sale,4300,l,installed,,good,fueloil,357,3,787,true,true,,true,,,,,
6633195,garage,outdoor parking space,10000,for sale,1731,m,,,,,,,,,,,,,,,,
6637894,house,house,no price,for sale,4624,l,,,good,,319,3,4283,,,,true,,,,,
6638096,apartment,apartment,no price,for sale,8670,xl,,2014,good,,,2,,,,,true,,,,,
6639388,apartment,apartment,no price,for sale,1500,xl,installed,2011,,,,2,,,,,true,,,,,
6640439,land,building land,no price,for sale,9660,xl,,,,,,,0,,,,,,,,,
6644020,house,house,no price,for sale,8730,xl,,1992,,,359,3,553,,,,,,,,,
6644724,industry,industrial premises,1100000,for sale,1640,m,usa hyper equipped,1950,as new,gas,,,700,,true,200,true,,,,,
6645081,house,house,no price,for sale,1651,xl,installed,,,,350,3,180,,,,true,,,,,
6647250,apartment,apartment,no price,for sale,9880,xl,installed,2016,,,,3,,,true,,true,,,,,
6649335,house,villa,no price,for sale,4450,l,hyper equipped,1988,as new,,331,4,1384,,true,,true,true,,,,
6649409,house,house,no price,for sale,8560,m,installed,1967,good,,316,2,350,,,250,true,,,,,
6650200,commercial,business,no price,for sale,4300,l,semi equipped,1980,as new,fueloil,,,0,,,,,true,,,,
6650533,land unit,building land unit,no price,for sale,4140,m,,,,,94,,842,,,,,,,,,
6650977,office,offices,2950000,for sale,2000,m,,,,,,,0,,,,,,,,,
6652706,apartment,apartment,no price,for sale,8670,xl,installed,2016,as new,,,2,,,,,true,,,,,
6652712,apartment,apartment,no price,for sale,8670,xl,installed,2016,as new,,,2,,,,,true,,,,,
6662977,apartment,ground floor,no price,for sale,9320,m,installed,1993,as new,gas,330,2,,,,180,true,,,,,
6665570,commercial,commercial premises,no price,for sale,8370,xl,,1885,,,402,,223,,true,,,,,,,
6665571,industry,industrial premises,no price,for sale,8800,xl,,,as new,,439,,690,,,,,,,,,
6665614,apartment group,apartment group,545000 - 545000,for sale,8670,xl,,,,,,,,,,,,,,,,1
6665616,apartment unit,apartment unit,no price,for sale,8670,xl,installed,2017,as new,,,2,,,,,true,,,,,
6669115,house,house,no price,for sale,4101,l,,,,,520,3,0,,,,,,,,,
6669948,house,house,no price,for sale,1600,xl,,,,,459,3,449,,,,,,,,,
6673370,apartment,apartment,no price,for sale,8620,m,installed,1996,as new,gas,118,1,,,,,true,,,,,
6675519,house,house,388322,for sale,3520,xl,installed,2022,,gas,,3,370,,,,,,,,,1
6676552,house,house,no price,for sale,8200,xl,,1966,,,418,4,308,,,,,,,,,
6676756,apartment,apartment,no price,for sale,8620,m,,1997,,gas,265,1,,,true,,true,,,,,
6678639,house,house,no price,for sale,4051,l,,,,,720,2,0,,,,,,,,,
6680235,house,house,no price,for sale,1600,xl,installed,,,,498,2,239,,true,,true,,,,,
6680368,house,house,no price,for sale,8000,xl,,,as new,,280,4,50,,,,true,,,,,
6681940,house,house,no price,for sale,8310,xl,,,to renovate,,587,3,127,,,,,,,,,
6683814,house,house,no price,for sale,8000,xl,,,,,445,3,225,,,,,,,,,
6684079,apartment,flat studio,no price,for sale,8620,xl,,2002,as new,,236,0,,,,,true,,,,,
6688228,house,house,no price,for sale,4260,l,not installed,,to renovate,fueloil,464,2,211,true,,,,,,,,
6689301,house,house,no price,for sale,4030,l,,,,,451,3,0,,,,,,,,,
6690255,apartment,apartment,no price,for sale,1500,xl,installed,,,,276,2,,,,,true,,,,,
6690997,apartment,apartment,no price,for sale,8400,xl,installed,,good,,279,2,,,,,true,,,,,
6691048,apartment,apartment,no price,for sale,1500,xl,installed,,,,290,2,,,,,true,,,,,
6691188,house,house,no price,for sale,8670,xl,,,just renovated,,142,4,300,,,,,,,,,
6697294,house,house,no price,for sale,8370,xl,,1979,as new,,322,5,1464,,,,true,,,,,
6699140,house,house,no price,for sale,8400,xl,installed,1947,good,,330,4,108,,true,30,true,,,,,
6699150,house,house,no price,for sale,8020,xl,,1949,good,,476,2,320,,true,,,,,,,
6702705,commercial,business,no price,for sale,4020,m,installed,1997,good,gas,,,0,,,,,,,,,
6703451,house,house,no price,for sale,8200,xl,,,good,,189,4,143,,,,,,,,,
6703586,house,house,no price,for sale,8310,xl,,,as new,,213,4,231,,,,true,,,,,
6709545,house,house,100000,for sale,03724,m,,,,,,4,0,,,,,,true,,,
6712798,land,forest,25000,for sale,2450,m,,,,,,,5540,,,,,,,,,
6712997,land,forest,50000,for sale,2450,m,,,,,,,11194,,,,,,,,,
6715069,apartment,apartment,no price,for sale,2100,l,,1986,good,,139,3,,,,,,,,,,
6716171,apartment,apartment,no price,for sale,1500,xl,,,,,444,2,,,,,true,,,,,
6716375,house,bungalow,no price,for sale,8420,xl,installed,,as new,electric,649,2,159,,,,,,,,,
6718731,apartment,flat studio,no price,for sale,8620,m,,1981,as new,,274,0,,,,,true,,,,,
6721997,house,town house,no price,for sale,1600,xl,installed,1994,,,147,4,129,,,,true,,,,,
6722015,house,apartment block,no price,for sale,4500,l,,,as new,,,4,363,,,,true,,,,,
6722024,house,house,no price,for sale,3550,l,,1954,good,fueloil,670,3,525,,true,,,,,,,
6722652,land,building land,no price,for sale,2260,l,,,,,,,0,,,,,,,,,
6723468,office,office block,308850,for sale,8500,xl,,,,gas,,,0,,,,,,,,,
6724611,house,town house,no price,for sale,1500,xl,installed,,,,426,3,185,,,,true,,,,,
6724613,house,house,no price,for sale,1651,xl,,,,,221,3,170,,,,true,,,,,
6724649,commercial,hotel restaurant cafe,no price,for sale,8301,xl,,1991,good,,,,0,,,,,,,,,
6724650,commercial,business,no price,for sale,8301,xl,,1991,good,,,,0,,,,,,,,,
6726110,house,town house,no price,for sale,8400,m,installed,,good,,254,3,192,,,,,,,,,
6729915,house,villa,no price,for sale,1650,xl,,,,,330,3,1144,,true,,true,,,,,
6729916,house,house,no price,for sale,1502,xl,,,,,564,2,160,,,,,,,,,
6729920,house,house,no price,for sale,8000,xl,,,good,,367,4,105,,,,,,,,,
6733641,house,house,no price,for sale,8310,xl,,,as new,,366,5,268,,,,,,,,,
6735162,land,building land,155000,for sale,2260,m,,,,,,,963,,,,,,,,,
6735825,house,villa,no price,for sale,9230,m,,1978,as new,fueloil,234,4,1321,,,,,,,,,
6736304,house,villa,no price,for sale,4460,l,hyper equipped,2000,as new,,252,4,1621,true,true,,true,true,,,,
6737967,house,villa,no price,for sale,8490,m,,1986,good,electric,526,3,793,,,611,,,,,,
6738186,house,house,no price,for sale,4000,l,,,,,370,1,0,,,,,,,,,
6740100,apartment,apartment,no price,for sale,8660,xl,installed,2012,as new,,116,3,,,,,,,,,,
6744388,house,villa,no price,for sale,4300,l,,2002,as new,,180,3,1488,,,,true,,,,,
6744862,house,house,no price,for sale,8400,xl,,,,electric,777,2,560,,,,,,,,,
6745583,apartment,apartment,no price,for sale,8310,xl,installed,1974,good,gas,483,2,,,,,true,,,,,
6749290,house,house,no price,for sale,8310,xl,,,good,,152,2,93,,,,,,,,,
6749314,garage,covered parking space,19000,for sale,3500,m,,2005,,,,,,,,,,,,,,
6749436,apartment,apartment,no price,for sale,8620,m,,2010,as new,gas,118,3,,,,,true,,,,,
6753506,house,country cottage,no price,for sale,4671,l,,,good,,480,3,1190,,,,true,,,,,
6754215,house,house,no price,for sale,8200,xl,,,,gas,655,3,294,,,,,,,,,
6754378,apartment,apartment,no price,for sale,8370,xl,,1992,as new,,197,3,,,,,true,,,,,
6754595,house,mansion,no price,for sale,4684,l,,,good,,546,5,1350,,,,true,,,,,
6756233,house,house,no price,for sale,4600,l,,1964,good,,333,5,828,,,,true,,,,,
6756930,land,building land,no price,for sale,8300,l,,,,,,,620,,,,,,,,,
6757090,house,villa,495000,for sale,03724,l,semi equipped,,good,gas,,7,860,,,,true,,true,,,
6759183,land,building land,274000,for sale,3300,xl,,,,,,,31900,,,,,,,,,
6763400,apartment,apartment,no price,for sale,8430,m,,1994,good,,231,1,,,,,true,,,,,
6764558,apartment group,apartment group,no price,for sale,8300,m,,,,,,,,,,,,,,,,
6764560,commercial unit,business unit,no price,for sale,8300,m,,2019,,,,,0,,,,,,,,,
6764561,commercial unit,business unit,no price,for sale,8300,m,,2019,,,,,0,,,,,,,,,
6764563,apartment unit,apartment unit,no price,for sale,8300,m,,2019,as new,,,3,,,,,,,,,,
6764565,apartment unit,apartment unit,no price,for sale,8300,m,,2019,as new,,,3,,,true,,true,,,,,
6764566,apartment unit,duplex unit,no price,for sale,8300,m,,2019,as new,,,3,,,true,,true,,,,,
6766012,house,house,no price,for sale,4140,l,,,,,527,2,0,,,,,,,,,
6766050,house,villa,no price,for sale,4452,l,,2002,as new,,414,4,809,,,,true,,,,,
6768703,house,house,2950000,for sale,1050,xl,hyper equipped,1984,as new,,319,2,180,,,,true,true,,,,
6769199,house group,house group,no price,for sale,1070,m,,,,,,,,,,,,,,,,
6769222,garage,covered parking space,20000,for sale,1130,m,,,,,,,,,,,,,,,,
6769264,house unit,house unit,no price,for sale,1070,m,,,,gas,,3,198,,,,true,,,,,
6769265,house unit,house unit,no price,for sale,1070,m,,,,gas,,3,198,,,,true,,,,,
6769266,house unit,house unit,no price,for sale,1070,m,,,,gas,,3,198,,,,true,,,,,
6769267,house unit,house unit,no price,for sale,1070,m,,,,gas,,3,198,,,,true,,,,,
6769269,house unit,house unit,no price,for sale,1070,m,,,,gas,,3,331,,,,true,,,,,
6769270,house unit,house unit,no price,for sale,1070,m,,,,gas,,3,286,,,,true,,,,,
6769479,house,house,no price,for sale,3600,m,,,,,,2,347,,,,,,,,,
6769480,house,house,no price,for sale,3600,m,,,,,,3,340,,,,,,,,,
6769484,house,house,no price,for sale,3600,m,,,,,,3,500,,,,,,,,,
6769486,house,house,no price,for sale,3600,m,,,,,,3,316,,,,,,,,,
6769487,house,house,no price,for sale,3600,m,,,,,,3,351,,,,,,,,,
6769489,land,building land,no price,for sale,3870,m,,,,,,,274,,,,,,,,,
6769490,land,building land,no price,for sale,3870,m,,,,,,,767,,,,,,,,,
6769492,land,building land,no price,for sale,3870,m,,,,,,,648,,,,,,,,,
6769494,house,house,no price,for sale,3800,m,,,,,,3,247,,,,,,,,,
6769513,land,building land,no price,for sale,3870,m,,,,,,,487,,,,,,,,,
6769514,land,building land,no price,for sale,3870,m,,,,,,,818,,,,,,,,,
6769515,land,building land,no price,for sale,3870,m,,,,,,,641,,,,,,,,,
6769625,house group,house group,264000 - 278000,for sale,7822,xl,,,,,,,,,,,,,,,,1
6769648,house group,house group,233000 - 234000,for sale,6150,xl,,,,,,,,,,,,,,,,1
6769684,house unit,house unit,no price,for sale,7822,xl,,,,,,3,361,,,,true,,,,,
6769685,house unit,house unit,no price,for sale,7822,xl,,,,,,3,395,,,,true,,,,,
6769686,house unit,house unit,no price,for sale,7822,xl,,,,,,3,401,,,,true,,,,,
6769688,house unit,house unit,no price,for sale,7822,xl,,,,,,3,275,,,,true,,,,,
6769733,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,398,,,,true,,,,,
6769734,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,339,,,,true,,,,,
6769735,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,324,,,,true,,,,,
6769736,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,319,,,,true,,,,,
6769752,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,313,,,,true,,,,,
6769843,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,526,,,,true,,,,,
6769958,house group,house group,331776 - 428430,for sale,2100,m,,,,,,,,,,,,,,,,1
6770449,apartment group,apartment group,265000 - 320001,for sale,1400,xl,,,,,,,,,,,,,,,,1
6770458,house group,house group,435000 - 465000,for sale,1400,xl,,,,,,,,,,,,,,,,1
6770468,house unit,house unit,no price,for sale,1400,xl,,,,,,3,391,,,,,,,,,
6770470,house unit,house unit,no price,for sale,1400,xl,,,,,,3,271,,,,,,,,,
6770472,house unit,house unit,no price,for sale,1400,xl,,,,,,3,391,,,,,,,,,
6770474,house unit,house unit,no price,for sale,1400,xl,,,,,,3,433,,,,,,,,,
6770476,house unit,house unit,no price,for sale,1400,xl,,,,,,3,428,,,,,,,,,
6770478,house unit,house unit,no price,for sale,1400,xl,,,,,,3,425,,,,,,,,,
6770480,house unit,house unit,no price,for sale,1400,xl,,,,,,3,432,,,,,,,,,
6770481,house unit,house unit,no price,for sale,1400,xl,,,,,,3,358,,,,,,,,,
6770483,house unit,house unit,no price,for sale,1400,xl,,,,,,3,358,,,,,,,,,
6770485,house unit,house unit,no price,for sale,1400,xl,,,,,,3,460,,,,,,,,,
6770487,house unit,house unit,no price,for sale,1400,xl,,,,,,3,446,,,,,,,,,
6770489,house unit,house unit,no price,for sale,1400,xl,,,,,,3,439,,,,,,,,,
6770578,apartment unit,penthouse unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770580,apartment unit,penthouse unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770582,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770584,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770586,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770588,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770590,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770592,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,true,,,,,
6770594,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770596,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770597,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770599,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,true,,,,,
6770601,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770605,apartment unit,penthouse unit,no price,for sale,1400,xl,,,,,,3,,,,,true,,,,,
6770607,apartment unit,penthouse unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770609,apartment unit,penthouse unit,no price,for sale,1400,xl,,,,,,1,,,,,true,,,,,
6770611,apartment unit,penthouse unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770613,apartment unit,penthouse unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770615,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770617,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770619,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770621,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770623,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,true,,,,,
6770625,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770627,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770631,apartment unit,ground floor unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770633,apartment unit,ground floor unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770637,apartment unit,ground floor unit,no price,for sale,1400,xl,,,,,,2,,,,,true,,,,,
6770639,apartment unit,ground floor unit,no price,for sale,1400,xl,,,,,,1,,,,,true,,,,,
6770641,apartment unit,ground floor unit,no price,for sale,1400,xl,,,,,,1,,,,,true,,,,,
6770695,apartment group,apartment group,375000 - 725000,for sale,8800,m,,,,,,,,,,,,,,,,1
6770698,house group,house group,348500 - 403500,for sale,8430,xl,,,,,,,,,,,,,,,,1
6770722,apartment group,apartment group,400526 - 400526,for sale,8800,xl,,,,,,,,,,,,,,,,1
6770754,house,house,no price,for sale,8500,m,,,,,,3,340,,,,,,,,,
6770756,house,house,no price,for sale,8500,m,,,,,,3,212,,,,,,,,,
6770758,house,house,no price,for sale,8500,m,,,,,,3,225,,,,,,,,,
6770761,house,house,no price,for sale,8500,m,,,,,,3,212,,,,,,,,,
6770765,house,house,no price,for sale,8500,m,,,,,,3,212,,,,,,,,,
6770792,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,,,,,,
6770793,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,,,,,,
6770794,house,house,no price,for sale,8500,m,,,,,,3,247,,,,,,,,,
6770795,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,,,,,,
6770797,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,,,,,,
6770799,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,,,,,,
6770801,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,,,,,,
6770803,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,,,,,,
6770804,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,2,,,,,,,,,,
6770806,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,1,,,,,,,,,,
6770807,commercial unit,business unit,595000,for sale,8800,m,,,,,,,433,,,,,,,,,1
6770808,apartment unit,apartment unit,no price,for sale,1400,xl,,,,,,3,,,,,,,,,,
6770810,commercial unit,business unit,725000,for sale,8800,m,,,,,,,465,,,,,,,,,1
6770812,commercial unit,business unit,640000,for sale,8800,m,,,,,,,387,,,,,,,,,1
6770814,commercial unit,business unit,645000,for sale,8800,m,,,,,,,365,,,,,,,,,1
6770817,commercial unit,business unit,595000,for sale,8800,m,,,,,,,382,,,,,,,,,1
6770819,commercial unit,business unit,375000,for sale,8800,m,,,,,,,226,,,,,,,,,1
6770822,commercial unit,business unit,395000,for sale,8800,m,,,,,,,393,,,,,,,,,1
6770832,house unit,house unit,no price,for sale,8430,xl,,,,,,3,258,,,,,,,,,
6770840,house unit,house unit,no price,for sale,8430,xl,,,,,,3,253,,,,,,,,,
6770844,house unit,house unit,no price,for sale,8430,xl,,,,,,3,286,,,,,,,,,
6770846,house unit,house unit,no price,for sale,8430,xl,,,,,,3,215,,,,,,,,,
6770848,house unit,house unit,no price,for sale,8430,xl,,,,,,3,215,,,,,,,,,
6770850,house unit,house unit,no price,for sale,8430,xl,,,,,,3,266,,,,,,,,,
6770852,house unit,house unit,no price,for sale,8430,xl,,,,,,3,244,,,,,,,,,
6770856,house unit,house unit,no price,for sale,8430,xl,,,,,,3,163,,,,,,,,,
6770860,house unit,house unit,no price,for sale,8430,xl,,,,,,3,284,,,,,,,,,
6770862,house unit,house unit,no price,for sale,8430,xl,,,,,,3,295,,,,,,,,,
6770865,house unit,house unit,no price,for sale,8430,xl,,,,,,3,171,,,,,,,,,
6770867,house unit,house unit,no price,for sale,8430,xl,,,,,,3,171,,,,,,,,,
6770871,house unit,house unit,no price,for sale,8430,xl,,,,,,3,315,,,,,,,,,
6770874,house unit,house unit,no price,for sale,8430,xl,,,,,,3,236,,,,,,,,,
6770877,house unit,house unit,no price,for sale,8430,xl,,,,,,3,248,,,,,,,,,
6770880,house unit,house unit,no price,for sale,8430,xl,,,,,,3,316,,,,,,,,,
6770881,house unit,house unit,no price,for sale,8430,xl,,,,,,3,265,,,,,,,,,
6770883,house unit,house unit,no price,for sale,8430,xl,,,,,,3,284,,,,,,,,,
6770885,house unit,house unit,no price,for sale,8430,xl,,,,,,3,359,,,,,,,,,
6770887,house unit,house unit,no price,for sale,8430,xl,,,,,,3,257,,,,,,,,,
6770889,house unit,house unit,no price,for sale,8430,xl,,,,,,3,268,,,,,,,,,
6770890,house unit,house unit,no price,for sale,8430,xl,,,,,,3,304,,,,,,,,,
6770891,house unit,house unit,no price,for sale,8430,xl,,,,,,3,287,,,,,,,,,
6770900,house unit,house unit,no price,for sale,8430,xl,,,,,,3,283,,,,,,,,,
6770991,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6770993,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6770995,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6770997,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6770998,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771000,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771003,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
